unique_id,timestamp,country,y_pred,y_proba,query,model_version,runtime
1bc16572-ab4f-41cf-bc01-61702fb66858,1617296489.6719546,all,[183912.9848],None,2018-01-05,0.1,000:00:47
e227d922-d1da-4076-95d7-7d44e4840826,1617296998.5781963,united_kingdom,[126055.238],None,2019-01-05,0.1,000:00:41
694def1a-6bf5-4e49-8b42-2c1e10487f41,1617634281.2072566,united_kingdom,[126055.238],None,2019-01-05,0.1,000:00:30
fdbc83d5-19e3-4b78-9c7e-ae928c71a306,1617634436.9233186,united_kingdom,[129439.7772],None,2019-02-05,0.1,000:00:30
63f2a4a8-9d56-4574-ae05-976a723cde57,1617639413.3396945,united_kingdom,[129439.7772],None,2019-02-05,0.1,000:00:31
93e76677-001a-4945-9245-44499c562e2c,1617640943.1294858,united_kingdom,[129439.7772],None,2019-02-05,0.1,000:00:34
a8196df8-e9b7-442c-bd53-5c194206d659,1617695986.6532571,united_kingdom,[114940.08792],None,2019-07-15,0.1,000:00:32
07b2d954-af48-4525-886f-168e1384d77c,1617698379.9308124,united_kingdom,[133318.85925],None,2019-07-15,0.1,000:00:33
f4a310be-9b77-4c23-954b-da3d78b9d76c,1617701278.0603728,united_kingdom,[113949.178],None,2019-07-15,0.1,000:00:34
